,Time,rep,baseline,variable,value,glucose,inoc,glucose_conc,inoc_name
234,10.84061035,xii,yes,E2,5.103181466,0,7,E,2
235,11.09061035,xii,yes,E2,4.722228616,0,7,E,2
236,11.34061035,xii,yes,E2,4.401015936,0,7,E,2
237,11.59061035,xii,yes,E2,4.087898612,0,7,E,2
238,11.84061035,xii,yes,E2,3.741879425,0,7,E,2
239,12.09061035,xii,yes,E2,3.436483971,0,7,E,2
240,12.34061035,xii,yes,E2,3.118320579,0,7,E,2
241,12.59061035,xii,yes,E2,2.865332937,0,7,E,2
242,12.84061035,xii,yes,E2,2.606596735,0,7,E,2
243,13.09061035,xii,yes,E2,2.331218848,0,7,E,2
244,13.34061035,xii,yes,E2,2.075557142,0,7,E,2
245,13.59061035,xii,yes,E2,1.847649488,0,7,E,2
246,13.84061035,xii,yes,E2,1.646309977,0,7,E,2
247,14.09061035,xii,yes,E2,1.430484559,0,7,E,2
248,14.34061035,xii,yes,E2,1.219075549,0,7,E,2
249,14.59061035,xii,yes,E2,1.027132839,0,7,E,2
250,14.84061035,xii,yes,E2,0.82396872,0,7,E,2
251,15.09061035,xii,yes,E2,0.620576247,0,7,E,2
252,15.34061035,xii,yes,E2,0.425661756,0,7,E,2
253,15.59061035,xii,yes,E2,0.165413493,0,7,E,2
254,15.84061035,xii,yes,E2,-0.014176187,0,7,E,2
255,16.09061035,xii,yes,E2,-0.157678578,0,7,E,2
256,16.34061035,xii,yes,E2,-0.293685306,0,7,E,2
257,16.59061035,xii,yes,E2,-0.3877625,0,7,E,2
258,16.84061035,xii,yes,E2,-0.526461583,0,7,E,2
259,17.09061035,xii,yes,E2,-0.688756707,0,7,E,2
260,17.34061035,xii,yes,E2,-0.811804986,0,7,E,2
261,17.59061035,xii,yes,E2,-0.923973998,0,7,E,2
262,17.84061035,xii,yes,E2,-1.008412092,0,7,E,2
263,18.09061035,xii,yes,E2,-1.102886126,0,7,E,2
264,18.34061035,xii,yes,E2,-1.16635761,0,7,E,2
265,18.59061035,xii,yes,E2,-1.230455468,0,7,E,2
266,18.84061035,xii,yes,E2,-1.320644516,0,7,E,2
267,19.09061035,xii,yes,E2,-1.410191383,0,7,E,2
268,19.34061035,xii,yes,E2,-1.445278609,0,7,E,2
269,19.59061035,xii,yes,E2,-1.541161799,0,7,E,2
270,19.84061035,xii,yes,E2,-1.557167691,0,7,E,2
271,20.09061035,xii,yes,E2,-1.617597665,0,7,E,2
272,20.34061035,xii,yes,E2,-1.654512354,0,7,E,2
273,20.59061035,xii,yes,E2,-1.757655839,0,7,E,2
274,20.84061035,xii,yes,E2,-1.769835001,0,7,E,2
275,21.09061035,xii,yes,E2,-1.763482124,0,7,E,2
276,21.34061035,xii,yes,E2,-1.831527173,0,7,E,2
277,21.59061035,xii,yes,E2,-1.827644658,0,7,E,2
278,21.84061035,xii,yes,E2,-1.83674319,0,7,E,2
279,22.09061035,xii,yes,E2,-1.792267833,0,7,E,2
280,22.34061035,xii,yes,E2,-1.800800727,0,7,E,2
281,22.59061035,xii,yes,E2,-1.79709685,0,7,E,2
282,22.84061035,xii,yes,E2,-1.807992348,0,7,E,2
283,23.09061035,xii,yes,E2,-1.828989452,0,7,E,2
284,23.34061035,xii,yes,E2,-1.784448521,0,7,E,2
285,23.59061035,xii,yes,E2,-1.783853484,0,7,E,2
286,23.84061035,xii,yes,E2,-1.73770822,0,7,E,2
287,24.09061035,xii,yes,E2,-1.707860587,0,7,E,2
288,0.840366397,x,yes,E3,-1.005022859,0,6,E,3
289,1.090366397,x,yes,E3,0.046429945,0,6,E,3
290,1.340366397,x,yes,E3,2.098972891,0,6,E,3
291,1.590366397,x,yes,E3,5.270214069,0,6,E,3
292,1.840366397,x,yes,E3,8.807807405,0,6,E,3
293,2.090366397,x,yes,E3,10.18171117,0,6,E,3
294,2.340366397,x,yes,E3,11.446407,0,6,E,3
295,2.590366397,x,yes,E3,13.72618246,0,6,E,3
296,2.840366397,x,yes,E3,16.67559459,0,6,E,3
